"path","sha256","bytes"
"artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.png","33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70",455662
"audit/hypotheses/H11/report018_order72_svg_export/candidate/H11_reader_primary_near_eye_curves.svg","ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe",25379
"audit/report_harmonization/owner_orders/72b_consolidated_svg_qa_and_unstarted_h05_export.md","91921b32f5550df23755eb0105dc19fa23394497cc39b42e962b32e64b4d4ae5",9614
"audit/report_harmonization/report018_order72_qa_recovery/qa_svg_canvas.R","af18761d84b2b6681f2190b00fd291e517edf168036f37d32d4c896062e4323b",3794
"audit/report_harmonization/report018_order72_qa_recovery/recovery_release_manifest.csv","8b24d41c73774717532ddb8c21289302c1ef5d4d37e82cff155df418d915e8f2",24080
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/build_visual_proofs.R","617808fe4b7e3c22f30fdddd316e0194e5e424cad5c62d21db034ba4ec50cce0",7065
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/candidate_structure_qa.csv","280bf61f1dd71a1ebb4d629321fdc202f28881636086b3a261c49c593daa8699",1310
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/candidate_visible_text.csv","b4668c1d4c143646584ca69d9c3850c8ec4970d1d2bbd7593c2f59b3fa810392",7161
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11_independent_acceptance.md","1fbd617b71410628ee9eac40dbc8a343f52b9522b4409478f3c6697fe17591ab",1651
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11_original/H11_reader_primary_near_eye_curves_3150x3300_qa_wrapper.svg","df1599cba7c61fbb74635e30a402526909d54fec5af9f1730b05f23d38ffd969",25753
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11_original/H11_reader_primary_near_eye_curves_3150x3300_qa_wrapper.svg.png","8fa87fda06901142a57ece5c25e33d269d84e8565c30b7e6003907d6c6d1e6e8",810314
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11_original/H11_reader_primary_near_eye_curves_3150x3300_svg_raster.png","9431178fddb5b44b334668571a8f04a5002a15d1b57df975cde9d5878f93caef",674629
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11_original/H11_reader_primary_near_eye_curves_3150x3300_wrapper_contract.csv","a0eea198c3ca2d1913587658baf39b14a3e0f03a7baf136744350361d013d6c6",721
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11_reader/H11_reader_primary_near_eye_curves_643x674_qa_wrapper.svg","7390b223f87ce701a903cdbee00e952b0ab8bb873cd6e3c251d9e3ddf64c64be",25747
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11_reader/H11_reader_primary_near_eye_curves_643x674_qa_wrapper.svg.png","6a2eb0fc93f8388862456671344e339929999583499f52c8a8c9bace15222935",101625
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11_reader/H11_reader_primary_near_eye_curves_643x674_svg_raster.png","fb0aff9f28452333893e496f525be8ad8a433f06c716a5e8cc08d337c5cf9f8e",113333
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11_reader/H11_reader_primary_near_eye_curves_643x674_wrapper_contract.csv","0d6fa61872f93ff872c8ca361b5c3bae53abfd0731b0422ec36e1deb91876b14",733
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11/h11_accepted_reader_643x674.png","5f4f169c07bd6c072378c3c81f69da527e257a51e07ef5a9e283d7387336a488",62772
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11/h11_original_accepted_left_svg_right.png","c22ae49fb970d5f43a8230dc2412291a78eb2f253cffd1b8cc05ca91f64b2c70",1041938
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h11/h11_reader_accepted_left_svg_right.png","9965f49b90710fa0f73f2d7cbb16768bd7f80c567640aca148a86c62f8e8094f",163519
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/package_versions.csv","f7acfcc5d66f3564e0b5b766df457cc7e4f3cf6b388ddcab55a2476234416671",79
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/release_pin_recheck.csv","aa7944c09f9f100e415b819df1fc570f8432136efefdb9eba6e47d1c085373a0",36764
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/run_independent_svg_audit.R","f6eecde846e205d523d7c54933d5630b97dfe33ec60608a8efd7a231263dd888",8311
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/session_info.txt","891be5f17d895de268e2442c731fe8401c5093add3f855fb96a1b2c41e9f08ea",661
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/visual_proof_inventory.csv","875c0b6b50672d48f82e262413245e1548bdddde99637e8653862209a0e78843",4167
