"path","sha256","bytes"
"artifacts/10_figures/H05/H05_reader_near_eye_effects.png","70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5",487117
"audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/candidate/H05_reader_near_eye_effects.svg","e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3",66573
"audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/legend_only_preservation_checks.csv","004d41351ec40318523fef751d06cc4acb44348c23d171735116e539ffa670e2",269
"audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/order72c_final_manifest.csv","65cc8ff2d77fa4a776d9b9319bb7e7d1a8f990b2860572072b5a77ae7c51951e",6281
"audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/owner_manifest.csv","85e7f533d4408ad42f80589e377fdeb5b56ca915ee418452ce7e0daf11a2eccb",3946
"audit/report_harmonization/owner_orders/72b_consolidated_svg_qa_and_unstarted_h05_export.md","91921b32f5550df23755eb0105dc19fa23394497cc39b42e962b32e64b4d4ae5",9614
"audit/report_harmonization/owner_orders/72c_h05_native_vector_colour_legend_repair.md","26184ddc6b62ecb32e1a1f62c8cd365f65647f6f0bf87d725ab2ee534ff2face",7022
"audit/report_harmonization/report018_order72_qa_recovery/qa_svg_canvas.R","af18761d84b2b6681f2190b00fd291e517edf168036f37d32d4c896062e4323b",3794
"audit/report_harmonization/report018_order72_qa_recovery/recovery_release_manifest.csv","8b24d41c73774717532ddb8c21289302c1ef5d4d37e82cff155df418d915e8f2",24080
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/build_h05_visual_proofs.R","e7f4523c8976297c7eb735e0bb2d18a0f86dde1e4244f92e932fcd5ec5be4b91",4322
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_candidate_structure_qa.csv","d399e414699ea1a562f18a35fe1cdc997bf1b34a53968c9930779c9025dbdda2",577
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_candidate_visible_text.csv","c332e50b294ff35b69efbafd9f24e36c96b6d6b12570259d109e459e8a9889e1",1981
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_independent_acceptance.md","a0a7742ea58104db315e0ef4998b70aaf4f134ee49b838429ad269780bf0c69b",2322
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_original/H05_reader_near_eye_effects_2700x2700_qa_wrapper.svg","b665c90ebd5b64ec83b0a475a5fac33a4611fdc3512c2e686726a3390fb862ee",67302
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_original/H05_reader_near_eye_effects_2700x2700_qa_wrapper.svg.png","0380c0e52760e9ea83fc394cd3f0d9b6d83d5c01151ce9f7d8424c58a1eef8f3",765483
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_original/H05_reader_near_eye_effects_2700x2700_svg_raster.png","e7883bd968b79108ea289a18f7477489cfe4c7a91b43dd5bb76a4c22b65a5a47",694722
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_original/H05_reader_near_eye_effects_2700x2700_wrapper_contract.csv","2041fba615aa8d09a9e596b6fd046f2dcb23c021080da6a565b355d98b03e12e",728
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_reader/H05_reader_near_eye_effects_643x643_qa_wrapper.svg","33d25f41e3d36c488ec5ff79cb80d3571d151339de98ed99b76ab08d6517b5a0",67296
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_reader/H05_reader_near_eye_effects_643x643_qa_wrapper.svg.png","d5a8bd54ae54b91184bd1dc09e2ef5ecf7ac32c6547fb03dcb720f56b1e236be",109396
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_reader/H05_reader_near_eye_effects_643x643_svg_raster.png","18c1a1748d7f4c87d0bb6d1db77c99d5218209b883800051b5c2fe2e495c04e6",120971
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_reader/H05_reader_near_eye_effects_643x643_wrapper_contract.csv","1543f597bc526ea2267b21412bc44d9885183cfab994869382ec9665755d974e",721
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05_release_pin_recheck.csv","1f0b59e8e6250fd6fcf1d6505bb36507b94a7bfe38f214377d059bad8864ad6e",60279
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05/h05_accepted_reader_643x643.png","c949e3bcfa2793cfe9de0e63cd4119aa3467b8c6014d76ec93a98666b054b740",72435
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05/h05_original_accepted_left_svg_right.png","8ae1b7f107a23f5ab1ecdc87fb1a6fc4534b6f1becf71a50258407751792050e",1114228
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05/h05_reader_accepted_left_svg_right.png","3c2d6769611c58c07b59ec2ced3118f614a05af1cde45c81f15d1135dfbb3e5a",180866
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h05/h05_visual_proof_inventory.csv","4393e8b1672a00520304342cfac21c3b834606c94fcf6d9088f5aba2c210ad56",1277
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/run_h05_independent_svg_audit.R","c82f3fb7fb35d1ddd631f413255378890abe90a9f69f267db1a10db4496284fc",6501
"audit/report_harmonization/report018_order72c_h05_native_legend/release_manifest.csv","b1536b560a051557cc3f57876800c168fb2506ab653c47a4f3cd6ff68426575a",28199
