"path","sha256","bytes"
"artifacts/10_figures/H02/figure4_exact_layout_replication.png","2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2",2389678
"audit/hypotheses/H02/report018_order72_svg_export/candidate/figure4_exact_layout_replication.svg","2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd",2982460
"audit/report_harmonization/owner_orders/72b_consolidated_svg_qa_and_unstarted_h05_export.md","91921b32f5550df23755eb0105dc19fa23394497cc39b42e962b32e64b4d4ae5",9614
"audit/report_harmonization/report018_order72_qa_recovery/qa_svg_canvas.R","af18761d84b2b6681f2190b00fd291e517edf168036f37d32d4c896062e4323b",3794
"audit/report_harmonization/report018_order72_qa_recovery/recovery_release_manifest.csv","8b24d41c73774717532ddb8c21289302c1ef5d4d37e82cff155df418d915e8f2",24080
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/build_visual_proofs.R","617808fe4b7e3c22f30fdddd316e0194e5e424cad5c62d21db034ba4ec50cce0",7065
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/candidate_structure_qa.csv","280bf61f1dd71a1ebb4d629321fdc202f28881636086b3a261c49c593daa8699",1310
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/candidate_visible_text.csv","b4668c1d4c143646584ca69d9c3850c8ec4970d1d2bbd7593c2f59b3fa810392",7161
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02_independent_acceptance.md","f650affe041d9f9b90927a9ae3b8411779b63b1d5c25b4f022cb23bc6e234999",1648
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02_original/figure4_exact_layout_replication_3300x4200_qa_wrapper.svg","35db4b50cdc9c04f88e60f46e79b40bd62c268a2d7f7151c4fc2cb7bed7e7aec",2980558
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02_original/figure4_exact_layout_replication_3300x4200_qa_wrapper.svg.png","c4ad281881804b985b4ad1d424af08aa5fb005e19a71a967c6ec66a5b34bb2f3",3389028
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02_original/figure4_exact_layout_replication_3300x4200_svg_raster.png","e05929df0acb57ced80f4966d039a5cd3877469f11e6bea9cc650a82a2c4028a",2782641
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02_original/figure4_exact_layout_replication_3300x4200_wrapper_contract.csv","19968070dbc6f7821325d9e6ee3565c3adbf5cf04482995d75019449acf742de",718
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02_reader/figure4_exact_layout_replication_680x865_qa_wrapper.svg","489517e64b8ff638c819bc0a451e0a823f4cfa1b60142fb6bd2cc42e9dcb10ef",2980552
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02_reader/figure4_exact_layout_replication_680x865_qa_wrapper.svg.png","f68a5ddd39df0982f277a5772623031ac37f3759fc9076e27baa65536881ca5f",338556
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02_reader/figure4_exact_layout_replication_680x865_svg_raster.png","0037dc7afaefa65d4c0b2af7465352b7be535b42b6a4698af29bd61835003044",320551
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02_reader/figure4_exact_layout_replication_680x865_wrapper_contract.csv","6e3c68a6e15fe861b55a7445d34c5990e20ccde3eac6dedb305c9faeea18bdf6",730
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02/h02_accepted_reader_680x865.png","9ffa666203ec3d98dc56d6f6b200b3981bd6ff6b8734b514d11a05645e27d9c5",226792
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02/h02_original_accepted_left_svg_right.png","1a694604679d253ccd345e502bea13a83eba8056feca63fef4e3633c79da1a68",4865218
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/h02/h02_reader_accepted_left_svg_right.png","c70cfa084a266a7d92e4947070142c2e2435955d819a6d3a94fba0e99926c1d1",517804
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/package_versions.csv","f7acfcc5d66f3564e0b5b766df457cc7e4f3cf6b388ddcab55a2476234416671",79
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/release_pin_recheck.csv","aa7944c09f9f100e415b819df1fc570f8432136efefdb9eba6e47d1c085373a0",36764
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/run_independent_svg_audit.R","f6eecde846e205d523d7c54933d5630b97dfe33ec60608a8efd7a231263dd888",8311
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/session_info.txt","891be5f17d895de268e2442c731fe8401c5093add3f855fb96a1b2c41e9f08ea",661
"audit/report_harmonization/report018_order72_qa_recovery/reviewer/visual_proof_inventory.csv","875c0b6b50672d48f82e262413245e1548bdddde99637e8653862209a0e78843",4167
